exp_component_name,alignment_id,donor_id,gender,organism,sampling_region,roi,facs_population_plan,sample_type,facs_well,facs_container,rna_amplification_set,rna_amplification,percent_cdna_longer_than_400bp,amplified_quantity_ng,library_prep_set,library_prep,avg_size_bp,quantification_fmol,batch_sent_for_sequencing,tube_sent_for_sequencing,total_reads,rsem_reads_aligned_mRNA_gDNA,rsem_percent_reads_aligned_to_mrna,rsem_percent_reads_aligned_to_genome_only,rsem_percent_reads_aligned_total,percent_reads_aligned_to_exons,percent_reads_aligned_to_rrna,percent_reads_aligned_to_trna,percent_reads_aligned_to_other_ncrna,percent_reads_aligned_to_mt_exons,percent_reads_aligned_to_mt_rrna,percent_reads_aligned_to_mt_trna,percent_reads_aligned_to_mt_other_ncrna,percent_reads_aligned_intron,percent_reads_aligned_to_ecoli,percent_reads_aligned_to_synthetic_constructs,percent_reads_aligned_total,percent_unique_reads,complexity_aatt,complexity_acgt,complexity_agct,complexity_at,complexity_catg,complexity_ccgg,complexity_cg,complexity_gatc,complexity_gc,complexity_ta,cpm.0_gene_count,cpm.1_gene_count,cpm.4_gene_count,cpm.8_gene_count,cpm.16_gene_count,cpm.32_gene_count,cpm.64_gene_count
SM-D9EPW_S34_E1-50,561809522,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161026_128_B01,F1S4_161026_128,A8S4_161114_04,A8S4_161114_04_B05,0.796,8.172785714,L8S4_161122_02,L8S4_161122_02_B05,406,249.9448032,RSC-055,SM-D9EPW,2314816,1356482,19.5,39.1,68.1,32.20925551,0,0,7.979467915,0.012571194,0.007257596,4.32E-05,0,52.84467534,0.01265241,0.011402634,92.72374133,77.03262376,1.055752529,0.933633705,1.199423519,0.845411185,1.197898546,1.068735807,0.302189714,1.029416075,0.990699108,0.748253526,9129,6971,6261,5783,5135,4300,3142
SM-D9CYM_S60_E1-50,570494970,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170106_007_D01,F1S4_170106_007,A8S4_170117_02,A8S4_170117_02_D08,0.785,27.88186916,L8S4_170123_03,L8S4_170123_03_D08,396,213.8880287,RSC-065,SM-D9CYM,1972889,1175841,18.5,41.1,69.2,31.12734675,0,0,8.311770201,0.006386573,0.006234512,0.000152061,0,55.57519962,0.00166203,0.009152061,93.87046103,83.23815988,1.060212077,0.924523917,1.200667299,0.850153161,1.198856311,1.071177485,0.288343628,1.037990899,0.995717476,0.74163237,11210,9396,8401,7689,6463,4914,3093
LS-15303_S90_E1-50,523920342,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_075_B01,F2S4_160421_075,A8S4_160512_02,A8S4_160512_02_B12,0.729,18.44826019,L8S4_160520_02,L8S4_160520_02_B12,463,105.9702778,RSC-024,LS-15303,2905096,1673335,23.8,33.8,68,37.79620364,0,0,9.036052509,0.045265286,0.022753121,6.88E-05,0,49.82461853,0.004513104,0.007700606,94.51360644,74.21224634,1.055423279,0.928596559,1.194182386,0.84999683,1.204803363,1.071137159,0.291725346,1.029702411,0.990940653,0.739924415,8688,8013,7263,6615,5784,4698,3274
SM-D9CZX_S71_E1-50,574016860,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170118_120_G01,F1S4_170118_120,A8S4_170210_04,A8S4_170210_04_G09,0.726,7.511534201,L8S4_170216_06,L8S4_170216_06_G09,368,265.7256046,RSC-070,SM-D9CZX,2524681,1537530,23.7,37.2,70.3,36.1715797,0,0,7.908325844,0.060324453,0.003723243,0.000435699,0,47.96653518,0.003366366,0.010980001,91.83837483,72.00240347,1.064405146,0.934289425,1.199133567,0.837023118,1.194581007,1.056187037,0.324471761,1.026697667,1.012998454,0.739344907,6483,5862,5417,5117,4681,4052,3112
SM-D9CZW_S33_E1-50,574016743,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170118_115_A01,F1S4_170118_115,A8S4_170210_03,A8S4_170210_03_A05,0.753,16.19881294,L8S4_170216_05,L8S4_170216_05_A05,401,151.8448392,RSC-070,SM-D9CZW,2387688,1432613,19.2,40.8,69.5,31.70125242,0,0,8.241822215,0.020103129,0.003978744,0,0,53.92467525,0.002121299,0.009045989,93.20338336,79.07747997,1.063393123,0.925601823,1.203101237,0.838451069,1.199155121,1.068538073,0.303761539,1.034474095,1.001309446,0.733009084,10532,8252,7437,6837,5982,4769,3167
LS-15927_S07_E1-50,563266618,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_133_G01,F1S4_160831_133,A8S4_161205_03,A8S4_161205_03_G01,0.518,13.01555872,L8S4_161215_01,L8S4_161215_01_G01,309,259.7941702,RSC-059,LS-15927,2453904,1337868,9.82,44.7,60.7,16.65195541,0,0,4.798272467,0.036798506,0.019030899,4.08E-05,0,60.14363235,0.018278629,0.004353064,88.17969244,74.48632872,1.051541521,0.931220789,1.208785453,0.832996397,1.203807322,1.067941726,0.319323975,1.044050316,0.980533034,0.726571912,11916,8214,7010,6437,5518,4317,2834
SM-D9CZC_S71_E1-50,572437976,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170106_028_G01,F1S4_170106_028,A8S4_170131_03,A8S4_170131_03_G09,0.394,65.7657281,L8S4_170206_03,L8S4_170206_03_G09,361,138.7662477,RSC-068,SM-D9CZC,2062414,1247761,19,41.5,69.9,31.01583872,0,0,7.395265936,0.010424677,0.006109346,0,0,52.36174696,0.01458873,0.011659638,93.09129981,78.52688645,1.084175062,0.917472896,1.188382175,0.81851176,1.178041878,1.047920332,0.321230341,1.02144941,1.006483,0.710784025,9785,7858,7153,6579,5876,4748,3267
SM-D9CZI_S22_E1-50,572439258,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161207_140_F01,F1S4_161207_140,A8S4_170203_01,A8S4_170203_01_F03,0.796,20.86260561,L8S4_170209_03,L8S4_170209_03_F03,437,128.171065,RSC-068,SM-D9CZI,3110945,1872789,16.5,43.7,68.3,27.60482747,0,0,7.527198327,0.015686552,0.002217976,0,0,59.5758845,0.001436541,0.001861492,93.75312003,79.86706612,1.059128053,0.932028564,1.19763148,0.850367099,1.203143299,1.066636626,0.281069874,1.03074604,0.992620739,0.749797858,9145,8452,7542,6856,5879,4525,2885
LS-15928_S07_E1-50,563266426,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_135_G01,F1S4_160831_135,A8S4_161205_04,A8S4_161205_04_G01,0.76,20.38936655,L8S4_161215_02,L8S4_161215_02_G01,354,279.4429793,RSC-059,LS-15928,2563606,1617635,20.3,42.8,71,31.64507338,0,0,6.639046718,0.062256057,0.033624512,3.90E-05,0,55.89778617,0.001127708,0.001449911,93.57795231,81.064758,1.046054469,0.9279829,1.210767101,0.847805406,1.213641433,1.066086802,0.276342113,1.041508368,0.975096479,0.741245685,9253,8452,7717,7062,6107,4797,3152
LS-15093_S87_E1-50,523913276,H200.1025,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160317_003_G01,F1S4_160317_003,A8S4_160325_01,A8S4_160325_01_G03,0.76,11.05086066,L8S4_160513_01,L8S4_160513_01_G11,452,147.8539322,RSC-023,LS-15093,2747599,1719997,31.9,30.7,71.5,45.9241687,0,0,7.435510058,0.211894094,0.07981514,0.00047314,0,42.38671655,0.011106788,0.004237518,94.56358078,70.20939009,1.046894731,0.932265349,1.195526286,0.853012016,1.213595903,1.062869056,0.294186844,1.032114811,0.985734341,0.737317486,6978,6397,5847,5451,4907,4204,3185
SM-D9EQ5_S75_E1-50,595542663,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170426_095_C01,F1S4_170426_095,A8S4_170512_01,A8S4_170512_01_C10,0.784,20.09201495,L8S4_170518_02,L8S4_170518_02_C10,377,125.9294561,RSC-092,SM-D9EQ5,2468303,1518006,22.2,39.3,71.9,35.9526768,0,0,9.350513288,0.11408648,0.030871412,0,0,52.55383962,0.001843372,0.008417929,93.54499832,78.70067006,1.065037477,0.927275192,1.205749444,0.835610167,1.192965661,1.061973813,0.311217817,1.036564396,1.002930749,0.732624021,9037,8379,7645,7036,6069,4672,2979
LS-15924_S70_E1-50,563274471,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_161123_110_F01,F2S4_161123_110,A8S4_161202_04,A8S4_161202_04_F09,0.733,9.17650774,L8S4_161208_04,L8S4_161208_04_F09,344,310.6622359,RSC-058,LS-15924,2691932,1604392,18.1,41.5,70,31.71075644,0,0,9.169993893,0.008098273,0.005832242,0,0,54.3886324,0.014481792,0.012845421,92.32699786,74.37039643,1.048185701,0.926270602,1.21096995,0.849462657,1.194675185,1.068518616,0.299211395,1.039983637,0.987252756,0.748309403,7056,6364,5794,5393,4863,4110,2972
LS-15092_S65_E1-50,522928069,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_039_A01,F2S4_160421_039,A8S4_160504_01,A8S4_160504_01_A09,0.772,30.37825688,L8S4_160510_04,L8S4_160510_04_A09,377,282.9344538,RSC-022,LS-15092,2507142,1496763,20,39.7,69.5,33.01468365,0,0,8.690493,0.062581218,0.027401719,0.000319088,0,50.61524238,0.005410144,0.004551796,92.9390916,83.1799914,1.036446071,0.92810162,1.215966755,0.852406972,1.205477535,1.062401628,0.281327886,1.044736699,0.972541818,0.745251631,10482,9585,8664,7896,6824,5153,3172
SM-D9EQ4_S32_E1-50,595542941,H16.06.009,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170419_044_H01,F1S4_170419_044,A8S4_170512_02,A8S4_170512_02_H04,0.808,12.19210462,L8S4_170518_03,L8S4_170518_03_H04,362,200.4575577,RSC-092,SM-D9EQ4,2290571,1424735,18.3,43.9,72.1,29.99378758,0,0,7.787010313,0.012922542,0.000218286,0.00126606,0,52.73366335,0.001948859,0.018354375,92.94992384,78.89048189,1.056102056,0.913150844,1.21713293,0.834251893,1.204196999,1.073848125,0.30898155,1.044520926,0.996231544,0.714271243,8941,6433,5741,5350,4866,4226,3248
SM-D9CZU_S46_E1-50,574016322,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170118_111_F01,F1S4_170118_111,A8S4_170210_01,A8S4_170210_01_F06,0.773,20.61793798,L8S4_170216_03,L8S4_170216_03_F06,402,89.74325245,RSC-070,SM-D9CZU,2810944,1731541,19,42.6,69,29.64616157,0,0,6.292868161,0.06588534,0.031910988,0.000106726,0,56.26657806,0.0023903,0.004084393,93.58574913,81.61365008,1.058757458,0.929421963,1.196961394,0.849111009,1.206259381,1.064536916,0.285726429,1.037272634,0.991531843,0.738898551,9944,9209,8247,7535,6359,4850,3046
LS-15093_S48_E1-50,523913360,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160106_007_H01,F1S4_160106_007,A8S4_160425_02,A8S4_160425_02_H06,0.693,15.88006865,L8S4_160513_01,L8S4_160513_01_H06,426,225.7155935,RSC-023,LS-15093,2822809,1747318,23.9,38,70,35.52900674,0,0,6.838507317,0.162426859,0.065395852,0.000318831,0,51.52785753,0.007114899,0.004413689,94.37418543,76.760507,1.044476001,0.934020123,1.190832259,0.862670532,1.211523772,1.063626291,0.278091467,1.033986542,0.98624548,0.755503539,8337,7652,6834,6294,5517,4497,3105
SM-D9D6Z_S46_E1-50,576170555,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_117_F01,F1S4_170125_117,A8S4_170222_05,A8S4_170222_05_F06,0.789,20.78357256,L8S4_170302_03,L8S4_170302_03_F06,527,83.49357878,RSC-073,SM-D9D6Z,2819305,1392736,13.2,36.2,56.9,23.18638813,0,0,6.4902875,0.016422487,0.008619145,0,0,62.17844469,0.000869363,0.005526185,93.38124112,79.97183703,1.053744792,0.934420445,1.197708676,0.851539602,1.20930194,1.071574398,0.275462927,1.025712006,0.989072613,0.750134849,9178,8505,7577,6920,5866,4586,2979
SM-D9EQ3_S47_E1-50,595543104,H16.06.009,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170419_050_G01,F1S4_170419_050,A8S4_170512_03,A8S4_170512_03_G06,0.768,11.48488181,L8S4_170518_04,L8S4_170518_04_G06,369,134.6665727,RSC-092,SM-D9EQ3,2503954,1612546,21.2,43.2,71.8,31.53049137,0,0,6.211296214,0.000998421,0.000119811,0,0,55.2085222,0.001863453,0.001935738,93.79804901,79.8265064,1.047015254,0.923162216,1.213956864,0.837670935,1.224426388,1.073819596,0.28119403,1.043256333,0.978948477,0.711241255,7244,6591,6110,5756,5199,4435,3316
LS-15925_S22_E1-50,563266972,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160831_130_F01,F1S4_160831_130,A8S4_161205_01,A8S4_161205_01_F03,0.392,7.761864769,L8S4_161208_05,L8S4_161208_05_F03,306,118.1429568,RSC-059,LS-15925,2469178,1149155,9.24,37.3,53.2,17.57293318,0,0,5.120610989,0.040539807,8.10E-05,4.05E-05,0,54.89502984,0.005102103,0.011577537,83.25377919,63.43029948,1.062130719,0.948228993,1.198229823,0.819148209,1.173907734,1.048355349,0.387435676,1.038526148,1.007917172,0.734712854,11261,7016,5746,5189,4546,3742,2718
LS-15505_S51_E1-50,544931570,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_107_C01,F1S4_160721_107,A8S4_160804_01,A8S4_160804_01_C07,0.577,9.189056604,L8S4_160809_04,L8S4_160809_04_C07,359,138.2182409,RSC-036,LS-15505,2283946,1260738,12.2,43,62.7,21.75012019,0,0,5.964458004,0.049913614,0.016068681,0,0,58.37130125,0.013386043,0.003335455,89.14181859,69.00360166,1.072823155,0.941650462,1.193698932,0.822857294,1.190178996,1.062833456,0.322928591,1.033690448,0.995022991,0.727799027,10314,6703,5788,5228,4659,3900,2840
LS-15051_S36_E1-50,517315612,H16.06.002,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160218_038_D01,F1S4_160218_038,A8S4_160401_02,A8S4_160401_02_D05,0.81,15.91288184,L8S4_160406_02,L8S4_160406_02_D05,478,124.3211015,RSC-017,LS-15051,2700038,1547122,15,42.3,64.6,24.16414139,0,0,5.999508155,0.000592584,0.000333329,0.000148146,0,62.9330402,0.008012109,0.008535435,94.59981674,76.36501783,1.043182704,0.924504749,1.204215148,0.853697987,1.219566629,1.082898149,0.266656662,1.03595542,0.977198611,0.736256691,7443,6750,6056,5605,5048,4220,3040
SM-D9E5C_S28_E1-50,588557949,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_028_D01,F2S4_170405_028,A8S4_170419_03,A8S4_170419_03_D04,0.794,14.1711521,L8S4_170427_02,L8S4_170427_02_D04,366,171.5920942,RSC-086,SM-D9E5C,2458971,1549152,17.4,45.6,70.3,27.15827068,0,0,5.635528032,0.000122002,0,0.000122002,0,58.19946636,0.001108187,0.003007762,94.4655305,82.87940362,1.043477475,0.91931622,1.218566067,0.841658782,1.228002098,1.084484529,0.268014784,1.042924342,0.971258283,0.71374635,8244,7567,6912,6447,5808,4815,3394
LS-15040_S44_E1-50,517321201,H16.06.002,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160218_035_D01,F1S4_160218_035,A8S4_160318_02,A8S4_160318_02_D06,0.715,18.09460187,L8S4_160323_03,L8S4_160323_03_D06,533,125.0832116,RSC-016,LS-15040,3115230,1675994,16.5,37.3,61.1,27.18216632,0,0,6.274657088,0.001219814,0.00089881,0,0,60.92333471,0.007292559,0.000778113,95.0310571,78.90476787,1.036467766,0.928441472,1.201550202,0.860242383,1.226690786,1.07582072,0.261474304,1.037561999,0.972180987,0.73720768,8379,7731,6950,6387,5661,4535,3174
SM-D9EPV_S27_E1-50,561809344,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161026_124_C01,F1S4_161026_124,A8S4_161114_03,A8S4_161114_03_C04,0.849,13.2995,L8S4_161122_01,L8S4_161122_01_C04,451,198.2046108,RSC-055,SM-D9EPV,2262941,1335135,14.6,44.4,66.4,23.90367226,0,0,6.150889484,0.043041334,0.017720303,0.000176761,0,61.50080802,0.007456226,0.008481883,92.93079227,84.3421901,1.046303622,0.941656883,1.191189371,0.857489135,1.209659448,1.066629248,0.273907599,1.027828589,0.987042401,0.757230447,10310,8089,7099,6550,5709,4467,2908
LS-15531_S54_E1-50,550606723,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160802_131_F01,F1S4_160802_131,A8S4_160823_01,A8S4_160823_01_F07,0.76,9.44463375,L8S4_160830_02,L8S4_160830_02_F07,486,126.9883441,RSC-040,LS-15531,2818366,1482460,21.1,31.5,65.3,37.16245512,0,0,11.47015682,0.036936296,0.019834188,0,0,52.42005474,0.008302683,0.012574307,94.62000322,66.61292394,1.06086781,0.920262184,1.207336155,0.844300735,1.185431069,1.071774299,0.314897348,1.033915028,0.999440975,0.741549854,6826,6218,5619,5186,4683,3984,2974
SM-D9CZD_S04_E1-50,572438314,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161207_136_D01,F1S4_161207_136,A8S4_170131_04,A8S4_170131_04_D01,0.739,12.8490997,L8S4_170206_04,L8S4_170206_04_D01,444,138.2343837,RSC-068,SM-D9CZD,2313153,1313871,18.7,38.1,67,32.0977471,0,0,9.311619249,0.015649635,0.006138807,0,0,54.99311978,0.001530379,0.004346881,93.38660262,77.28870507,1.071016347,0.928029182,1.197451293,0.839095835,1.189074802,1.065237891,0.307394537,1.029554086,1.011392452,0.740547888,9399,7396,6598,6028,5270,4338,3006
LS-15516_S63_E1-50,545666351,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_160721_117_G01,F1S4_160721_117,A8S4_160811_01,A8S4_160811_01_G08,0.834,18.64642991,L8S4_160817_03,L8S4_160817_03_G08,481,98.75401184,RSC-038,LS-15516,2281265,1190821,16.1,36.1,59.8,26.81705107,0,0,6.56179795,0.004164356,8.77E-05,0,0,59.79726161,0.004043371,0.004255095,94.42164764,81.56597326,1.055776341,0.931083103,1.191034433,0.849884106,1.207852005,1.077595175,0.277820956,1.023901605,0.991494782,0.745079232,11418,9433,8369,7598,6488,4894,3019
SM-D9CZR_S85_E1-50,574015594,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_104_E01,F1S4_170125_104,A8S4_170208_02,A8S4_170208_02_E11,0.789,9.115050646,L8S4_170215_06,L8S4_170215_06_E11,409,190.1426146,RSC-070,SM-D9CZR,2849614,1849399,27.9,37,71.7,38.20945574,0,0,4.331393655,0.07934408,0.015405595,0,0,48.25134211,0.001487219,0.01939982,94.89716853,74.75568621,1.050974715,0.945661386,1.177813377,0.864553522,1.226441276,1.063472603,0.256216344,1.020974735,0.988412237,0.760528858,6660,6223,5721,5333,4849,4131,3093
SM-D9D74_S28_E1-50,576171363,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_120_D01,F1S4_170125_120,A8S4_170228_01,A8S4_170228_01_D04,0.743,9.279636338,L8S4_170306_01,L8S4_170306_01_D04,360,159.0693263,RSC-073,SM-D9D74,2296980,1371297,20.4,39.3,70.8,34.0743498,0,0,9.064031903,0.026513074,0.015629217,0,0,51.03270381,0.002809776,0.016751561,93.12505986,75.22359794,1.060595865,0.917663649,1.214920515,0.838362373,1.193552908,1.064966116,0.311444073,1.044277799,0.996872155,0.725016577,8430,6114,5508,5167,4667,3948,3008
SM-D9D6Z_S45_E1-50,576170557,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_117_E01,F1S4_170125_117,A8S4_170222_05,A8S4_170222_05_E06,0.757,8.657161299,L8S4_170302_03,L8S4_170302_03_E06,536,85.64671741,RSC-073,SM-D9D6Z,2594124,1255556,18.2,30.2,58.2,31.07145225,0,0,8.146680729,0.027639388,0.008249413,0,0,54.98715559,0.001450586,0.013071079,94.36399339,71.37043179,1.056280393,0.927052998,1.198202724,0.854753876,1.19981877,1.068484044,0.286280076,1.031424162,0.995965861,0.748860933,5786,5210,4779,4458,4076,3591,2858
SM-D9EQ1_S78_E1-50,595543427,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170426_106_F01,F1S4_170426_106,A8S4_170512_05,A8S4_170512_05_F10,0.682,6.78630258,L8S4_170522_01,L8S4_170522_01_F10,366,142.6185557,RSC-092,SM-D9EQ1,3032386,1670845,17.1,38,65.3,29.07093622,0,0,7.765700013,0.002374368,0.00197864,0,0,51.30646296,0.003124272,0.017847332,89.75687792,63.96646073,1.065986673,0.919124124,1.212712325,0.825215804,1.188804049,1.064903097,0.351537032,1.038984736,1.016370585,0.714414905,7288,6000,5314,4912,4399,3750,2898
SM-D9CYC_S86_E1-50,568212491,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_161129_111_F01,F1S4_161129_111,A8S4_170110_02,A8S4_170110_02_F11,0.633,6.436230508,L8S4_170118_05,L8S4_170118_05_F11,419,95.85878376,RSC-063,SM-D9CYC,2587003,1466831,23.2,33.5,67.9,37.78082206,0,0,10.03156935,0.021955908,0.021955908,0,0,49.6535953,0.00158098,0.010237329,93.69161922,63.64291035,1.059539649,0.919124666,1.21362942,0.833463238,1.197537544,1.070961283,0.323221751,1.033796094,1.00490067,0.721906346,5699,5055,4608,4280,3875,3388,2740
SM-D9E58_S85_E1-50,588557065,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_012_E01,F2S4_170405_012,A8S4_170418_04,A8S4_170418_04_E11,0.749,11.1016005,L8S4_170426_05,L8S4_170426_05_E11,402,99.15179274,RSC-086,SM-D9E58,3213556,1944201,18.9,41.6,68.3,28.32550607,0,0,5.802792918,0.006161399,0.006161399,0,0,58.29398959,0.001640861,0.011966806,93.48239147,74.72287709,1.045597176,0.919249116,1.218547137,0.838880604,1.222014944,1.081013346,0.287721174,1.038258113,0.979493066,0.714993871,7094,6230,5663,5350,4904,4189,3209
SM-D9CZG_S47_E1-50,572438817,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170106_032_G01,F1S4_170106_032,A8S4_170201_03,A8S4_170201_03_G06,0.737,8.083614035,L8S4_170209_01,L8S4_170209_01_G06,401,122.57197,RSC-068,SM-D9CZG,2616587,1572569,27.9,32.2,70.8,42.6741018,0,0,9.278843012,0.050562049,0.008942947,3.82E-05,0,43.00522016,0.002524663,0.011176009,92.64763602,71.35812797,1.063102244,0.923780786,1.2093589,0.833833219,1.191278313,1.059957921,0.332442432,1.03554731,1.008476278,0.726933654,6968,6358,5869,5437,4933,4223,3287
LS-15028_S76_E1-50,515763977,H200.1025,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160113_045_D01,F2S4_160113_045,A8S4_160126_02,A8S4_160126_02_D10,0.75,22.08659019,L8S4_160314_01,L8S4_160314_01_D10,442,136.1529181,RSC-014,LS-15028,2125780,1145795,17.6,36.3,61,28.4283416,0,0,6.315046712,0.020980534,0.005692028,4.70E-05,0,52.39192202,0.041050344,0.001782875,90.17188985,79.41513233,1.033676934,0.939823048,1.191746001,0.86308964,1.206172502,1.068052591,0.305461483,1.037891619,0.971219308,0.755857499,11013,8659,7702,6987,6056,4839,3264
SM-D9D6Y_S71_E1-50,576170313,H200.1023,F,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170125_114_G01,F1S4_170125_114,A8S4_170222_04,A8S4_170222_04_G09,0.791,8.826631712,L8S4_170302_02,L8S4_170302_02_G09,589,76.09396829,RSC-073,SM-D9D6Y,2868666,1299506,24.8,20.5,56.9,40.34105051,0,0,10.53186394,0.027016042,0.02359982,0,0,49.12576089,0.001239601,0.008590404,94.20664518,69.06009623,1.065815313,0.921714569,1.205941055,0.84040263,1.194527669,1.064815419,0.315867118,1.033843132,1.0021751,0.730142267,6224,5570,4917,4592,4128,3569,2808
SM-D9CZS_S37_E1-50,574015916,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F1S4_170118_125_E01,F1S4_170118_125,A8S4_170208_03,A8S4_170208_03_E05,0.549,3.479717904,L8S4_170216_01,L8S4_170216_01_E05,355,79.46636996,RSC-070,SM-D9CZS,2380643,1226032,21.7,29.8,64,35.53203903,0,0,8.334765019,0.775504769,0.186042174,0.001722224,0,41.49286558,0.004658825,0.037738964,88.82583403,51.83511345,1.083053733,0.925333435,1.203446025,0.814230291,1.162902167,1.057725376,0.39531371,1.030027253,1.026459483,0.720965442,8017,4661,3819,3513,3171,2766,2299
LS-15303_S83_E1-50,523920356,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_074_C01,F2S4_160421_074,A8S4_160512_02,A8S4_160512_02_C11,0.666,11.85037618,L8S4_160520_02,L8S4_160520_02_C11,400,112.4057571,RSC-024,LS-15303,2868923,1781601,27,35.1,71,39.71002359,0,0,7.484794817,0.088918385,0.052598135,0.000731982,0,45.42973095,0.010821134,0.005424335,93.0154626,71.31597816,1.050563013,0.934407193,1.195833996,0.846544012,1.209644319,1.06496781,0.299586562,1.033002302,0.989456838,0.732860096,7617,6799,6151,5712,5168,4442,3385
LS-15302_S14_E1-50,523920708,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_055_F01,F2S4_160421_055,A8S4_160512_01,A8S4_160512_01_F02,0.688,15.56501567,L8S4_160520_01,L8S4_160520_01_F02,358,177.2516594,RSC-024,LS-15302,2337294,1407051,23.9,36.3,70.7,38.47436394,0,0,9.303536483,0.021691751,0.018910757,4.28E-05,0,47.12505145,0.014183924,0.003533573,92.34661964,75.11280138,1.055271101,0.924275342,1.206893135,0.84073148,1.192107726,1.064708783,0.312473101,1.041021382,0.988169846,0.734977974,9880,7444,6648,6130,5524,4617,3381
SM-D9E5A_S39_E1-50,588557542,H16.03.004,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_170405_018_G01,F2S4_170405_018,A8S4_170419_01,A8S4_170419_01_G05,0.732,17.89944851,L8S4_170426_07,L8S4_170426_07_G05,384,200.520726,RSC-086,SM-D9E5A,2783417,1503045,15.1,38.9,60.5,23.1674952,0,0,4.608472248,0.006933923,0.006718361,0,0,53.26837481,0.00407377,0.010986496,83.96108093,82.08644267,1.041325092,0.936447861,1.197925292,0.849400442,1.207225199,1.059922945,0.344765601,1.040446761,0.987190418,0.729455633,8383,7613,6936,6470,5839,4789,3351
LS-15303_S93_E1-50,523920336,H200.1030,M,Human,MTG,MTG_L5,NeuN-positive,Nuclei,F2S4_160421_075_E01,F2S4_160421_075,A8S4_160512_02,A8S4_160512_02_E12,0.647,15.3165047,L8S4_160520_02,L8S4_160520_02_E12,402,136.4293745,RSC-024,LS-15303,2933210,1830323,31.5,30.9,71.2,44.83439645,0,0,7.422755275,0.051718084,0.016841617,0.00115914,0,39.72296562,0.008894692,0.001661661,91.12208127,72.38109443,1.04331348,0.926354989,1.200419193,0.849371897,1.215408049,1.061144603,0.320511036,1.042931667,0.982131158,0.717688528,8167,7379,6609,6098,5403,4523,3412
